date,polarity
2015-12-31 14:44:07+00:00,0
2015-12-30 23:49:05+00:00,0
2015-12-30 23:02:56+00:00,0.208012573584461
2015-12-30 13:43:10+00:00,0.0377964473009227
2015-12-30 13:22:27+00:00,0
2015-12-30 08:36:35+00:00,0.0301511344577764
2015-12-29 23:11:44+00:00,0
2015-12-29 21:48:11+00:00,0
2015-12-29 21:47:14+00:00,0
2015-12-29 15:43:31+00:00,0
2015-12-28 14:54:11+00:00,0
2015-12-28 09:14:19+00:00,0
2015-12-28 08:59:16+00:00,0
2015-12-28 08:32:10+00:00,0
2015-12-28 07:49:56+00:00,0
2015-12-27 10:58:49+00:00,0
2015-12-26 20:47:07+00:00,0
2015-12-26 12:24:04+00:00,0
2015-12-26 11:30:44+00:00,0
2015-12-25 16:25:14+00:00,0
2015-12-25 11:10:57+00:00,-0.104257207028537
2015-12-24 19:08:45+00:00,0
2015-12-24 16:25:07+00:00,0
2015-12-24 06:46:45+00:00,-0.134164078649987
2015-12-24 06:01:34+00:00,-0.0353553390593274
2015-12-23 16:17:23+00:00,0
2015-12-23 15:54:51+00:00,0
2015-12-23 13:37:54+00:00,0
2015-12-23 10:55:54+00:00,-0.530330085889911
2015-12-23 08:04:45+00:00,0
2015-12-23 00:13:28+00:00,0
2015-12-23 00:12:13+00:00,0
2015-12-22 10:18:56+00:00,0
2015-12-22 09:36:41+00:00,-0.176776695296637
2015-12-21 17:02:53+00:00,0
2015-12-20 15:46:06+00:00,-0.0753778361444409
2015-12-20 15:36:49+00:00,0
2015-12-20 15:32:56+00:00,0
2015-12-20 14:09:32+00:00,-0.14142135623731
2015-12-19 13:51:03+00:00,0
2015-12-18 23:45:34+00:00,0
2015-12-18 22:00:38+00:00,0
2015-12-18 21:22:19+00:00,0
2015-12-18 19:50:45+00:00,0
2015-12-18 19:49:45+00:00,0
2015-12-18 19:47:28+00:00,-0.21650635094611
2015-12-18 17:01:51+00:00,-0.212132034355964
2015-12-18 09:54:35+00:00,0
2015-12-17 10:28:35+00:00,0
2015-12-16 19:59:29+00:00,0
2015-12-15 19:51:37+00:00,0
2015-12-15 19:08:37+00:00,0
2015-12-15 18:22:56+00:00,0
2015-12-15 16:57:18+00:00,0
2015-12-15 10:36:21+00:00,0
2015-12-14 18:34:43+00:00,0
2015-12-14 12:14:57+00:00,0
2015-12-14 11:06:22+00:00,-0.109108945117996
2015-12-13 13:39:56+00:00,0
2015-12-13 13:28:51+00:00,0
2015-12-13 11:58:50+00:00,0
2015-12-12 17:16:50+00:00,0
2015-12-12 12:13:02+00:00,0.166666666666667
2015-12-11 17:35:47+00:00,0
2015-12-10 16:44:13+00:00,0
2015-12-10 15:53:33+00:00,0
2015-12-10 14:39:44+00:00,-0.353553390593274
2015-12-10 10:44:35+00:00,0
2015-12-09 22:51:59+00:00,-0.144337567297406
2015-12-09 15:19:35+00:00,-0.144337567297406
2015-12-09 15:12:38+00:00,-0.176776695296637
2015-12-09 15:11:31+00:00,0
2015-12-09 15:10:48+00:00,0
2015-12-09 15:10:11+00:00,0
2015-12-09 14:04:33+00:00,0
2015-12-09 13:26:52+00:00,0
2015-12-09 08:32:15+00:00,0
2015-12-09 06:45:45+00:00,0
2015-12-08 20:00:48+00:00,0
2015-12-07 18:02:03+00:00,0
2015-12-07 09:44:43+00:00,0
2015-12-07 09:18:30+00:00,0
2015-12-07 08:32:59+00:00,0
2015-12-07 07:02:14+00:00,-0.551135192126215
2015-12-05 13:35:01+00:00,0.242535625036333
2015-12-05 08:49:06+00:00,0
2015-12-04 22:04:17+00:00,0
2015-12-04 15:55:21+00:00,0.0242535625036333
2015-12-04 14:33:02+00:00,0
2015-12-04 10:36:03+00:00,0
2015-12-04 09:40:23+00:00,0.0333333333333333
2015-12-03 06:14:15+00:00,0
2015-12-03 05:10:40+00:00,0
2015-12-02 23:20:56+00:00,-0.1455213750218
2015-12-02 22:33:47+00:00,0.0229415733870562
2015-12-02 12:31:56+00:00,0
2015-12-02 12:30:55+00:00,0
2015-12-02 11:24:26+00:00,0
2015-12-01 23:42:54+00:00,0
2015-12-01 23:03:17+00:00,-0.144337567297406
2015-12-01 21:00:43+00:00,0.0218217890235992
2015-12-01 18:19:31+00:00,-0.130930734141595
2015-12-01 17:06:45+00:00,0
2015-12-01 16:25:24+00:00,-0.309838667696593
2015-12-01 15:21:59+00:00,0
2015-12-01 13:01:27+00:00,0.021320071635561
2015-12-01 08:56:49+00:00,0.144337567297406
2015-12-01 08:40:57+00:00,0
2015-12-01 06:29:29+00:00,0
2015-11-30 20:56:38+00:00,-0.144337567297406
2015-11-30 15:19:58+00:00,0
2015-11-30 14:23:39+00:00,-0.03
2015-11-29 18:05:08+00:00,0
